complaint_id,category,department,priority,district,urban,submission_date,day_of_week,officer_experience,workload_at_submission,complaint_length,resubmission,sla_threshold_days,resolution_days,sla_violated,escalated,status,risk_score
KL2024-02444,Water Supply,Kerala Water Authority,High,Kannur,1,2023-04-20,3,2,41,422,0,5,4,0,0,Resolved,46
KL2024-02445,Education,Education Department,Low,Malappuram,0,2024-01-23,1,15,65,607,1,15,17,1,0,Resolved,49
KL2024-02446,Public Works,PWD,Medium,Wayanad,0,2022-10-26,2,11,49,466,1,10,16,1,0,Resolved,66
KL2024-02447,Social Security,Social Welfare,Low,Idukki,1,2024-08-15,3,12,42,201,0,15,19,1,1,Closed,38
KL2024-02448,Water Supply,Kerala Water Authority,High,Kozhikode,1,2024-04-15,0,12,60,138,1,5,4,0,0,Resolved,51
KL2024-02449,Revenue,Revenue Department,Low,Pathanamthitta,0,2023-11-13,0,12,64,511,0,15,20,1,1,Closed,50
KL2024-02450,Healthcare,Health Department,Critical,Thiruvananthapuram,1,2023-12-05,1,17,23,663,0,2,5,1,0,Resolved,24
KL2024-02451,Healthcare,Health Department,High,Kasaragod,1,2022-10-13,3,7,55,133,1,5,3,0,0,Resolved,53
KL2024-02452,Social Security,Social Welfare,Medium,Kollam,1,2024-10-23,2,18,10,582,0,10,6,0,0,Resolved,18
KL2024-02453,Education,Education Department,Medium,Malappuram,1,2022-01-09,6,9,75,730,0,10,12,1,1,Closed,51
KL2024-02454,Sanitation,Municipality,Medium,Kozhikode,1,2023-11-17,4,16,19,383,0,10,2,0,0,Resolved,17
KL2024-02455,Public Works,PWD,Medium,Palakkad,1,2024-03-19,1,17,55,274,1,10,15,1,1,Closed,61
KL2024-02456,Social Security,Social Welfare,Medium,Wayanad,0,2022-08-06,5,8,63,209,0,10,13,1,1,Closed,51
KL2024-02457,Sanitation,Municipality,Medium,Wayanad,0,2022-01-02,6,17,18,557,0,10,9,0,0,Resolved,16
KL2024-02458,Healthcare,Health Department,Low,Kollam,1,2023-09-20,2,8,56,360,0,15,17,1,1,Closed,39
KL2024-02459,Education,Education Department,Low,Kasaragod,1,2023-01-27,4,1,7,81,1,15,14,0,0,Resolved,45
KL2024-02460,Revenue,Revenue Department,Low,Kollam,0,2023-03-01,2,6,14,118,0,15,15,0,0,Resolved,39
KL2024-02461,Revenue,Revenue Department,Medium,Thrissur,1,2022-09-01,3,14,50,727,0,10,8,0,0,Resolved,42
KL2024-02462,Social Security,Social Welfare,Low,Thiruvananthapuram,0,2023-09-07,3,11,54,433,0,15,19,1,0,Resolved,44
KL2024-02463,Social Security,Social Welfare,High,Malappuram,1,2024-09-06,4,20,80,92,0,5,1,0,0,Resolved,45
KL2024-02464,Water Supply,Kerala Water Authority,Medium,Thiruvananthapuram,0,2024-10-20,6,11,49,81,0,10,6,0,0,Resolved,35
KL2024-02465,Revenue,Revenue Department,Low,Wayanad,0,2024-08-27,1,13,73,150,0,15,25,1,1,Closed,52
KL2024-02466,Public Works,PWD,Medium,Kozhikode,1,2024-10-01,1,1,53,89,0,10,20,1,1,Closed,70
KL2024-02467,Education,Education Department,High,Thrissur,1,2023-06-01,3,18,16,134,0,5,4,0,0,Resolved,20
KL2024-02468,Sanitation,Municipality,Medium,Wayanad,1,2022-07-12,1,15,53,395,0,10,9,0,0,Resolved,31
KL2024-02469,Sanitation,Municipality,Medium,Malappuram,1,2024-08-19,0,2,46,367,0,10,12,1,1,Closed,45
KL2024-02470,Water Supply,Kerala Water Authority,Medium,Alappuzha,0,2024-04-20,5,4,6,750,0,10,8,0,0,Resolved,27
KL2024-02471,Healthcare,Health Department,Medium,Malappuram,0,2022-02-27,6,17,61,120,0,10,11,1,1,Closed,30
KL2024-02472,Water Supply,Kerala Water Authority,High,Kottayam,0,2024-03-05,1,18,11,309,1,5,5,0,0,Resolved,25
KL2024-02473,Education,Education Department,Critical,Wayanad,0,2024-11-24,6,16,27,512,1,2,3,1,0,Resolved,42
KL2024-02474,Healthcare,Health Department,Medium,Thiruvananthapuram,1,2023-08-18,4,20,47,486,0,10,3,0,0,Resolved,21
KL2024-02475,Education,Education Department,High,Kozhikode,0,2022-11-14,0,3,30,543,0,5,5,0,0,Resolved,44
KL2024-02476,Water Supply,Kerala Water Authority,Critical,Alappuzha,1,2022-01-12,2,13,27,435,0,2,3,1,0,Resolved,32
KL2024-02477,Healthcare,Health Department,Low,Alappuzha,0,2023-11-28,1,19,68,284,0,15,12,0,0,Resolved,30
KL2024-02478,Water Supply,Kerala Water Authority,Medium,Kannur,1,2022-08-26,4,4,26,192,1,10,12,1,0,Resolved,45
KL2024-02479,Housing,Housing Board,Medium,Thrissur,0,2024-10-13,6,12,60,71,1,10,19,1,1,Closed,65
KL2024-02480,Public Works,PWD,Critical,Kozhikode,1,2022-08-06,5,14,65,84,1,2,5,1,0,Resolved,76
KL2024-02481,Social Security,Social Welfare,Low,Kollam,0,2022-05-14,5,3,38,730,1,15,23,1,1,Closed,58
KL2024-02482,Social Security,Social Welfare,Medium,Palakkad,0,2023-05-14,6,5,20,74,0,10,13,1,0,Resolved,38
KL2024-02483,Healthcare,Health Department,Low,Kozhikode,1,2023-02-07,1,15,74,432,1,15,16,1,1,Closed,47
KL2024-02484,Water Supply,Kerala Water Authority,Medium,Kollam,0,2023-01-15,6,19,57,168,0,10,7,0,0,Resolved,28
KL2024-02485,Housing,Housing Board,High,Alappuzha,1,2023-02-19,6,5,43,186,0,5,8,1,1,Closed,61
KL2024-02486,Social Security,Social Welfare,Medium,Thiruvananthapuram,0,2024-02-01,3,2,70,62,0,10,18,1,0,Resolved,61
KL2024-02487,Revenue,Revenue Department,Medium,Malappuram,0,2024-12-22,6,1,43,190,1,10,20,1,0,In Progress,66
KL2024-02488,Sanitation,Municipality,High,Kasaragod,1,2024-09-10,1,7,29,729,0,5,2,0,0,Resolved,35
KL2024-02489,Water Supply,Kerala Water Authority,Medium,Thrissur,0,2024-09-07,5,7,17,226,0,10,7,0,0,Resolved,28
KL2024-02490,Social Security,Social Welfare,Medium,Palakkad,1,2022-05-26,3,5,21,572,1,10,9,0,0,Resolved,49
KL2024-02491,Healthcare,Health Department,Low,Kasaragod,0,2022-05-20,4,16,70,124,0,15,14,0,0,Resolved,35
KL2024-02492,Healthcare,Health Department,Critical,Alappuzha,1,2024-04-26,4,12,33,318,1,2,1,0,0,Resolved,44
KL2024-02493,Social Security,Social Welfare,High,Thiruvananthapuram,0,2024-06-03,0,2,46,454,0,5,12,1,0,Resolved,55
KL2024-02494,Public Works,PWD,High,Ernakulam,0,2024-07-10,2,20,33,180,0,5,7,1,1,Closed,42
KL2024-02495,Social Security,Social Welfare,Medium,Kozhikode,0,2022-11-19,5,8,71,344,1,10,19,1,1,Closed,64
KL2024-02496,Education,Education Department,Low,Ernakulam,1,2022-03-05,5,14,13,625,0,15,13,0,0,Resolved,21
KL2024-02497,Education,Education Department,Medium,Wayanad,0,2022-10-26,2,2,52,334,1,10,16,1,1,Closed,61
KL2024-02498,Water Supply,Kerala Water Authority,High,Kozhikode,1,2023-12-01,4,10,73,669,1,5,7,1,0,Resolved,58
KL2024-02499,Revenue,Revenue Department,Medium,Kasaragod,0,2024-08-20,1,17,67,445,1,10,8,0,0,Resolved,55
KL2024-02500,Healthcare,Health Department,Medium,Thrissur,0,2023-11-22,2,3,67,400,0,10,16,1,1,Closed,50
KL2024-02501,Education,Education Department,High,Kottayam,1,2023-07-04,1,9,41,658,0,5,7,1,1,Closed,41
KL2024-02502,Public Works,PWD,Low,Idukki,0,2023-05-06,5,19,29,406,1,15,15,0,0,Resolved,49
KL2024-02503,Revenue,Revenue Department,Low,Alappuzha,0,2023-11-18,5,17,57,335,0,15,18,1,0,Resolved,41
KL2024-02504,Social Security,Social Welfare,Medium,Kozhikode,0,2023-01-21,5,20,22,754,0,10,8,0,0,Resolved,20
KL2024-02505,Revenue,Revenue Department,Medium,Alappuzha,0,2024-01-11,3,18,75,378,1,10,12,1,0,Resolved,56
KL2024-02506,Water Supply,Kerala Water Authority,Low,Malappuram,0,2024-12-01,6,6,20,791,0,15,18,1,1,Closed,30
KL2024-02507,Revenue,Revenue Department,High,Kozhikode,1,2023-05-21,6,7,48,237,0,5,8,1,1,Closed,53
KL2024-02508,Water Supply,Kerala Water Authority,High,Idukki,1,2023-05-19,4,13,66,784,1,5,6,1,0,Resolved,52
KL2024-02509,Water Supply,Kerala Water Authority,High,Palakkad,0,2023-12-01,4,5,37,670,0,5,2,0,0,Resolved,41
KL2024-02510,Education,Education Department,Critical,Kottayam,1,2022-09-12,0,13,75,452,0,2,1,0,0,Resolved,54
KL2024-02511,Housing,Housing Board,Medium,Kollam,1,2023-01-22,6,9,68,515,0,10,19,1,1,Closed,62
KL2024-02512,Revenue,Revenue Department,Low,Palakkad,1,2024-05-11,5,7,39,102,1,15,21,1,1,Closed,57
KL2024-02513,Water Supply,Kerala Water Authority,Critical,Malappuram,0,2022-08-10,2,16,60,446,0,2,3,1,0,Resolved,41
KL2024-02514,Healthcare,Health Department,Low,Pathanamthitta,1,2022-09-09,4,12,11,92,0,15,7,0,0,Resolved,17
KL2024-02515,Education,Education Department,Medium,Kottayam,0,2022-08-09,1,18,73,324,0,10,6,0,0,Resolved,39
KL2024-02516,Healthcare,Health Department,Medium,Kannur,1,2022-07-16,5,14,31,90,0,10,7,0,0,Resolved,22
KL2024-02517,Housing,Housing Board,High,Thiruvananthapuram,0,2022-08-17,2,11,40,341,0,5,8,1,1,Closed,52
KL2024-02518,Sanitation,Municipality,Medium,Alappuzha,0,2023-07-01,5,18,50,292,0,10,7,0,0,Resolved,26
KL2024-02519,Healthcare,Health Department,Low,Thiruvananthapuram,0,2023-10-11,2,8,26,442,0,15,7,0,0,Resolved,28
KL2024-02520,Sanitation,Municipality,Medium,Palakkad,1,2022-02-05,5,6,16,634,1,10,14,1,1,Closed,39
KL2024-02521,Revenue,Revenue Department,Medium,Kannur,0,2024-09-22,6,4,17,302,0,10,15,1,1,Closed,42
KL2024-02522,Sanitation,Municipality,Medium,Alappuzha,1,2024-07-30,1,20,26,227,0,10,9,0,0,Resolved,15
KL2024-02523,Sanitation,Municipality,Low,Kottayam,0,2022-08-08,0,1,35,737,0,15,17,1,0,Resolved,42
KL2024-02524,Social Security,Social Welfare,Medium,Thrissur,0,2023-03-14,1,8,17,133,0,10,10,0,0,Resolved,34
KL2024-02525,Social Security,Social Welfare,High,Wayanad,1,2024-06-28,4,15,24,443,0,5,3,0,0,Resolved,30
KL2024-02526,Social Security,Social Welfare,Medium,Thiruvananthapuram,1,2023-07-11,1,7,67,497,0,10,10,0,0,Resolved,54
KL2024-02527,Public Works,PWD,Medium,Idukki,0,2022-02-12,5,16,69,680,0,10,17,1,1,Closed,57
KL2024-02528,Water Supply,Kerala Water Authority,Low,Malappuram,1,2023-02-25,5,12,23,770,1,15,15,0,0,Resolved,34
KL2024-02529,Education,Education Department,Critical,Malappuram,1,2024-02-13,1,6,56,262,0,2,4,1,0,Resolved,55
KL2024-02530,Public Works,PWD,Medium,Ernakulam,0,2023-07-16,6,8,42,286,1,10,18,1,1,Closed,67
KL2024-02531,Water Supply,Kerala Water Authority,Low,Thiruvananthapuram,0,2023-05-15,0,3,62,780,0,15,22,1,1,Closed,50
KL2024-02532,Social Security,Social Welfare,Low,Malappuram,1,2023-12-08,4,12,53,70,0,15,16,1,1,Closed,42
KL2024-02533,Water Supply,Kerala Water Authority,Low,Ernakulam,1,2022-07-03,6,14,37,406,1,15,14,0,0,Resolved,36
KL2024-02534,Sanitation,Municipality,Medium,Kottayam,1,2024-01-21,6,9,66,211,0,10,11,1,0,Resolved,44
KL2024-02535,Sanitation,Municipality,Medium,Kasaragod,0,2022-03-16,2,13,51,99,0,10,10,0,0,Resolved,33
KL2024-02536,Sanitation,Municipality,Medium,Kollam,1,2022-11-22,1,3,75,101,1,10,17,1,0,Resolved,64
KL2024-02537,Revenue,Revenue Department,Low,Thrissur,1,2022-11-02,2,10,23,496,0,15,17,1,0,Resolved,37
KL2024-02538,Healthcare,Health Department,Medium,Alappuzha,1,2024-04-18,3,10,26,583,0,10,6,0,0,Resolved,26
KL2024-02539,Education,Education Department,High,Alappuzha,0,2022-07-08,4,20,11,636,0,5,2,0,0,Resolved,16
KL2024-02540,Healthcare,Health Department,Low,Kottayam,1,2024-08-21,2,14,26,291,0,15,8,0,0,Resolved,21
KL2024-02541,Housing,Housing Board,Medium,Kannur,1,2023-02-05,6,20,14,118,1,10,12,1,1,Closed,38
KL2024-02542,Revenue,Revenue Department,Medium,Kasaragod,0,2023-01-02,0,18,20,523,1,10,9,0,0,Resolved,36
KL2024-02543,Public Works,PWD,Low,Wayanad,1,2023-01-02,0,5,73,241,1,15,35,1,0,Resolved,83
KL2024-02544,Housing,Housing Board,Medium,Idukki,1,2022-12-18,6,9,70,71,0,10,18,1,1,Closed,63
KL2024-02545,Housing,Housing Board,Low,Ernakulam,1,2022-10-04,1,6,11,530,0,15,20,1,0,Resolved,45
KL2024-02546,Healthcare,Health Department,Medium,Alappuzha,0,2024-01-23,1,19,40,523,1,10,7,0,0,Resolved,30
KL2024-02547,Sanitation,Municipality,Low,Thrissur,0,2022-12-25,6,4,36,215,0,15,17,1,1,Closed,39
KL2024-02548,Housing,Housing Board,Medium,Kollam,1,2024-02-12,0,5,5,344,0,10,16,1,1,Closed,44
KL2024-02549,Water Supply,Kerala Water Authority,Medium,Kozhikode,1,2024-03-19,1,18,74,793,0,10,7,0,0,Resolved,35
KL2024-02550,Social Security,Social Welfare,Medium,Palakkad,1,2024-08-13,1,17,50,670,0,10,5,0,0,Resolved,35
KL2024-02551,Social Security,Social Welfare,Medium,Kannur,0,2023-05-30,1,17,57,220,0,10,10,0,0,Resolved,37
KL2024-02552,Water Supply,Kerala Water Authority,Medium,Pathanamthitta,0,2022-03-16,2,7,14,664,0,10,13,1,1,Closed,27
KL2024-02553,Revenue,Revenue Department,High,Kollam,1,2024-04-24,2,13,53,356,0,5,8,1,1,Closed,47
KL2024-02554,Public Works,PWD,Low,Thrissur,0,2023-02-11,5,1,32,495,0,15,26,1,1,Closed,62
KL2024-02555,Healthcare,Health Department,Low,Thrissur,1,2022-10-14,4,10,55,300,0,15,17,1,0,Resolved,36
KL2024-02556,Sanitation,Municipality,Medium,Thrissur,0,2023-06-02,4,16,56,527,0,10,9,0,0,Resolved,31
KL2024-02557,Water Supply,Kerala Water Authority,Medium,Idukki,1,2023-02-24,4,15,21,475,0,10,4,0,0,Resolved,19
KL2024-02558,Housing,Housing Board,High,Alappuzha,0,2022-10-26,2,4,42,433,1,5,11,1,0,Resolved,72
KL2024-02559,Water Supply,Kerala Water Authority,Low,Ernakulam,1,2024-06-06,3,3,42,413,0,15,19,1,1,Closed,42
KL2024-02560,Water Supply,Kerala Water Authority,Medium,Thiruvananthapuram,0,2024-09-08,6,3,50,389,0,10,11,1,0,Resolved,45
KL2024-02561,Healthcare,Health Department,High,Thiruvananthapuram,1,2022-07-27,2,5,76,326,0,5,9,1,0,Resolved,54
KL2024-02562,Sanitation,Municipality,High,Kozhikode,0,2024-12-03,1,12,8,509,1,5,1,0,0,Resolved,31
KL2024-02563,Social Security,Social Welfare,Low,Idukki,0,2024-07-31,2,12,46,341,0,15,16,1,1,Closed,39
KL2024-02564,Education,Education Department,Medium,Thrissur,0,2024-09-25,2,14,70,87,0,10,10,0,0,Resolved,42
KL2024-02565,Education,Education Department,Medium,Pathanamthitta,0,2024-02-13,1,11,61,799,0,10,10,0,0,Resolved,43
KL2024-02566,Revenue,Revenue Department,Low,Pathanamthitta,1,2022-10-19,2,7,16,681,1,15,20,1,1,Closed,48
KL2024-02567,Social Security,Social Welfare,Medium,Alappuzha,1,2022-03-27,6,2,43,62,0,10,15,1,1,Closed,51
KL2024-02568,Sanitation,Municipality,Medium,Ernakulam,0,2023-02-01,2,14,24,487,0,10,8,0,0,Resolved,22
KL2024-02569,Revenue,Revenue Department,High,Alappuzha,0,2022-01-02,6,3,25,88,0,5,11,1,0,Resolved,49
KL2024-02570,Water Supply,Kerala Water Authority,Low,Kannur,1,2022-05-16,0,8,64,219,0,15,19,1,1,Closed,44
KL2024-02571,Water Supply,Kerala Water Authority,Low,Kollam,1,2022-06-13,0,15,48,681,0,15,13,0,0,Resolved,29
KL2024-02572,Public Works,PWD,High,Kasaragod,1,2024-08-18,6,9,78,621,0,5,11,1,1,Closed,73
KL2024-02573,Public Works,PWD,Medium,Kozhikode,1,2023-10-31,1,17,24,733,0,10,7,0,0,Resolved,39
KL2024-02574,Revenue,Revenue Department,Low,Kannur,0,2023-05-18,3,8,7,494,0,15,13,0,0,Resolved,33
KL2024-02575,Water Supply,Kerala Water Authority,High,Kottayam,1,2023-11-04,5,17,43,560,0,5,6,1,1,Closed,28
KL2024-02576,Social Security,Social Welfare,Medium,Thiruvananthapuram,0,2023-09-08,4,9,18,201,1,10,12,1,1,Closed,43
KL2024-02577,Sanitation,Municipality,Critical,Alappuzha,0,2024-08-08,3,5,17,764,0,2,4,1,1,Closed,38
KL2024-02578,Public Works,PWD,Low,Ernakulam,0,2024-03-29,4,14,77,389,0,15,30,1,0,Resolved,63
KL2024-02579,Sanitation,Municipality,Low,Pathanamthitta,1,2024-09-12,3,3,45,108,1,15,20,1,1,Closed,53
KL2024-02580,Social Security,Social Welfare,Medium,Pathanamthitta,1,2024-04-28,6,16,8,391,0,10,9,0,0,Resolved,20
KL2024-02581,Public Works,PWD,Critical,Kollam,1,2023-09-23,5,8,67,553,0,2,5,1,1,Closed,75
KL2024-02582,Social Security,Social Welfare,Critical,Malappuram,1,2023-03-15,2,13,60,290,0,2,3,1,0,Resolved,51
KL2024-02583,Healthcare,Health Department,High,Idukki,1,2022-11-23,2,20,46,657,0,5,1,0,0,Resolved,24
KL2024-02584,Social Security,Social Welfare,Medium,Kasaragod,1,2022-06-19,6,4,15,134,0,10,10,0,0,Resolved,38
KL2024-02585,Housing,Housing Board,High,Pathanamthitta,0,2024-05-27,0,16,16,764,0,5,6,1,1,Closed,37
KL2024-02586,Housing,Housing Board,Critical,Thiruvananthapuram,0,2024-08-23,4,6,9,186,0,2,3,1,0,Resolved,52
KL2024-02587,Public Works,PWD,Critical,Kozhikode,1,2024-01-02,1,19,16,91,0,2,2,0,0,Resolved,42
KL2024-02588,Healthcare,Health Department,High,Kottayam,1,2023-11-08,2,4,9,646,0,5,4,0,0,Resolved,30
KL2024-02589,Education,Education Department,Low,Thiruvananthapuram,0,2022-01-01,5,7,26,450,0,15,17,1,1,Closed,35
KL2024-02590,Water Supply,Kerala Water Authority,High,Kollam,0,2023-07-02,6,19,42,680,1,5,4,0,0,Resolved,35
KL2024-02591,Education,Education Department,Medium,Kasaragod,0,2023-08-06,6,5,13,523,1,10,14,1,1,Closed,42
KL2024-02592,Revenue,Revenue Department,Low,Pathanamthitta,1,2024-11-20,2,4,68,671,1,15,30,1,0,Resolved,71
KL2024-02593,Revenue,Revenue Department,Low,Thiruvananthapuram,0,2024-03-16,5,11,25,761,0,15,17,1,1,Closed,36
KL2024-02594,Water Supply,Kerala Water Authority,Medium,Idukki,1,2024-11-08,4,10,42,719,0,10,5,0,0,Resolved,33
KL2024-02595,Social Security,Social Welfare,Medium,Ernakulam,0,2023-04-27,3,10,46,265,0,10,7,0,0,Resolved,42
KL2024-02596,Sanitation,Municipality,Low,Thrissur,1,2022-11-01,1,5,9,131,0,15,14,0,0,Resolved,27
KL2024-02597,Housing,Housing Board,Critical,Malappuram,0,2022-08-30,1,5,18,509,0,2,5,1,0,Resolved,56
KL2024-02598,Education,Education Department,Medium,Kottayam,1,2023-11-13,0,11,79,294,1,10,16,1,1,Closed,60
KL2024-02599,Social Security,Social Welfare,Medium,Ernakulam,1,2022-09-09,4,18,80,359,0,10,10,0,0,Resolved,45
KL2024-02600,Sanitation,Municipality,Medium,Thrissur,1,2022-03-11,4,12,25,450,0,10,3,0,0,Resolved,24
KL2024-02601,Sanitation,Municipality,High,Idukki,0,2022-05-16,0,2,9,308,1,5,6,1,1,Closed,44
KL2024-02602,Water Supply,Kerala Water Authority,Medium,Thrissur,0,2024-03-25,0,11,62,186,0,10,11,1,1,Closed,40
KL2024-02603,Social Security,Social Welfare,High,Kozhikode,0,2023-10-07,5,19,28,57,0,5,7,1,1,Closed,27
KL2024-02604,Healthcare,Health Department,Low,Kottayam,0,2024-05-01,2,3,67,392,0,15,22,1,0,Resolved,50
KL2024-02605,Healthcare,Health Department,Medium,Alappuzha,1,2024-11-16,5,20,68,334,1,10,12,1,1,Closed,39
KL2024-02606,Healthcare,Health Department,Medium,Ernakulam,0,2022-03-20,6,1,51,778,0,10,13,1,0,Resolved,46
KL2024-02607,Public Works,PWD,Medium,Idukki,0,2022-01-06,3,4,66,563,0,10,23,1,0,Resolved,71
KL2024-02608,Healthcare,Health Department,Medium,Idukki,1,2024-10-31,3,9,72,450,0,10,12,1,1,Closed,44
KL2024-02609,Sanitation,Municipality,High,Ernakulam,0,2022-03-22,1,15,80,610,0,5,6,1,0,Resolved,44
KL2024-02610,Water Supply,Kerala Water Authority,Low,Thiruvananthapuram,1,2023-08-06,6,11,7,467,0,15,15,0,0,Resolved,19
KL2024-02611,Education,Education Department,Medium,Thrissur,1,2024-05-04,5,15,78,286,1,10,12,1,1,Closed,54
KL2024-02612,Sanitation,Municipality,Medium,Thrissur,1,2023-06-27,1,10,9,284,1,10,12,1,1,Closed,31
KL2024-02613,Revenue,Revenue Department,Low,Ernakulam,0,2023-06-28,2,1,72,284,0,15,32,1,0,Resolved,67
KL2024-02614,Water Supply,Kerala Water Authority,Medium,Alappuzha,0,2024-03-24,6,1,60,98,1,10,15,1,1,Closed,61
KL2024-02615,Revenue,Revenue Department,Medium,Palakkad,0,2024-05-03,4,1,69,800,0,10,21,1,1,Closed,65
KL2024-02616,Revenue,Revenue Department,High,Kannur,1,2022-04-15,4,16,79,268,0,5,5,0,0,Resolved,53
KL2024-02617,Revenue,Revenue Department,Low,Kannur,1,2022-08-26,4,8,54,624,0,15,22,1,1,Closed,51
KL2024-02618,Healthcare,Health Department,Medium,Palakkad,1,2023-02-15,2,1,59,131,1,10,14,1,0,Resolved,59
KL2024-02619,Sanitation,Municipality,Medium,Thrissur,1,2022-02-12,5,4,21,798,1,10,15,1,0,Resolved,43
KL2024-02620,Revenue,Revenue Department,Critical,Kozhikode,1,2023-06-11,6,14,25,486,0,2,4,1,0,Resolved,41
KL2024-02621,Healthcare,Health Department,Low,Idukki,1,2022-07-19,1,10,44,605,0,15,12,0,0,Resolved,32
KL2024-02622,Education,Education Department,Medium,Kollam,0,2022-11-15,1,4,5,295,0,10,8,0,0,Resolved,31
KL2024-02623,Education,Education Department,High,Kannur,1,2023-07-08,5,6,19,512,0,5,9,1,0,Resolved,36
KL2024-02624,Water Supply,Kerala Water Authority,High,Palakkad,1,2022-09-08,3,16,40,135,1,5,2,0,0,Resolved,38
KL2024-02625,Public Works,PWD,High,Kannur,0,2022-07-08,4,12,27,447,0,5,4,0,0,Resolved,50
KL2024-02626,Sanitation,Municipality,High,Palakkad,0,2023-05-28,6,1,16,114,0,5,5,0,0,Resolved,38
KL2024-02627,Healthcare,Health Department,High,Pathanamthitta,0,2023-12-02,5,6,71,756,0,5,5,0,0,Resolved,50
KL2024-02628,Sanitation,Municipality,Medium,Thrissur,0,2023-12-21,3,1,48,448,0,10,16,1,1,Closed,47
KL2024-02629,Social Security,Social Welfare,High,Kollam,0,2024-11-15,4,13,32,221,1,5,9,1,0,Resolved,46
KL2024-02630,Water Supply,Kerala Water Authority,Critical,Kannur,0,2022-05-18,2,8,68,620,0,2,1,0,0,Resolved,54
KL2024-02631,Water Supply,Kerala Water Authority,High,Ernakulam,0,2023-10-22,6,12,30,92,0,5,2,0,0,Resolved,29
KL2024-02632,Housing,Housing Board,Medium,Thrissur,1,2023-01-21,5,1,78,413,0,10,26,1,0,Resolved,76
KL2024-02633,Public Works,PWD,Medium,Kozhikode,0,2023-11-25,5,14,5,372,0,10,11,1,1,Closed,36
KL2024-02634,Education,Education Department,Medium,Pathanamthitta,1,2022-07-16,5,20,71,624,0,10,9,0,0,Resolved,35
KL2024-02635,Education,Education Department,Medium,Malappuram,0,2022-10-06,3,16,68,616,0,10,10,0,0,Resolved,39
KL2024-02636,Public Works,PWD,High,Kollam,1,2022-03-08,1,11,36,369,1,5,11,1,1,Closed,64
KL2024-02637,Social Security,Social Welfare,Medium,Kottayam,0,2022-03-21,0,4,12,357,1,10,14,1,1,Closed,47
KL2024-02638,Healthcare,Health Department,Low,Wayanad,0,2023-06-13,1,13,24,337,0,15,10,0,0,Resolved,21
KL2024-02639,Public Works,PWD,Medium,Kasaragod,1,2024-04-23,1,3,72,422,0,10,24,1,0,Resolved,75
KL2024-02640,Revenue,Revenue Department,Low,Wayanad,0,2023-09-07,3,14,7,76,1,15,15,0,0,Resolved,36
KL2024-02641,Revenue,Revenue Department,Low,Idukki,1,2023-01-14,5,3,22,587,0,15,19,1,1,Closed,45
KL2024-02642,Education,Education Department,Medium,Idukki,1,2022-08-21,6,4,38,391,1,10,12,1,0,Resolved,53
KL2024-02643,Education,Education Department,Low,Pathanamthitta,1,2023-03-11,5,19,15,287,0,15,8,0,0,Resolved,16
KL2024-02644,Housing,Housing Board,High,Kottayam,0,2023-09-30,5,18,74,131,0,5,3,0,0,Resolved,56
KL2024-02645,Revenue,Revenue Department,Medium,Palakkad,0,2023-09-02,5,4,56,91,0,10,17,1,0,Resolved,57
KL2024-02646,Social Security,Social Welfare,Low,Kollam,0,2023-11-14,1,9,11,190,0,15,13,0,0,Resolved,30
KL2024-02647,Education,Education Department,Medium,Kollam,1,2022-01-09,6,4,66,93,0,10,16,1,1,Closed,53
KL2024-02648,Public Works,PWD,Low,Ernakulam,1,2022-08-07,6,9,25,655,0,15,21,1,1,Closed,50
KL2024-02649,Sanitation,Municipality,Medium,Kollam,1,2023-11-16,3,6,28,714,1,10,12,1,1,Closed,43
KL2024-02650,Education,Education Department,Medium,Kozhikode,1,2022-02-04,4,16,32,796,0,10,10,0,0,Resolved,26
KL2024-02651,Healthcare,Health Department,Medium,Pathanamthitta,0,2024-11-09,5,8,57,55,0,10,10,0,0,Resolved,40
KL2024-02652,Revenue,Revenue Department,Low,Malappuram,0,2023-01-20,4,16,75,293,1,15,16,1,0,Resolved,59
KL2024-02653,Sanitation,Municipality,High,Malappuram,1,2024-03-06,2,7,72,349,0,5,4,0,0,Resolved,51
KL2024-02654,Public Works,PWD,Medium,Pathanamthitta,0,2024-04-08,0,19,57,642,0,10,13,1,0,Resolved,49
KL2024-02655,Sanitation,Municipality,High,Malappuram,0,2022-09-13,1,14,37,713,0,5,3,0,0,Resolved,29
KL2024-02656,Water Supply,Kerala Water Authority,High,Thiruvananthapuram,1,2022-08-23,1,13,80,245,0,5,3,0,0,Resolved,47
KL2024-02657,Revenue,Revenue Department,Critical,Wayanad,0,2022-09-20,1,19,28,706,0,2,1,0,0,Resolved,36
KL2024-02658,Education,Education Department,Low,Kozhikode,1,2023-05-25,3,5,10,286,0,15,16,1,1,Closed,31
KL2024-02659,Housing,Housing Board,High,Wayanad,0,2022-05-28,5,13,22,273,0,5,7,1,0,Resolved,43
KL2024-02660,Education,Education Department,Medium,Malappuram,0,2022-01-06,3,7,19,762,0,10,10,0,0,Resolved,32
KL2024-02661,Housing,Housing Board,High,Ernakulam,0,2022-08-08,0,11,31,507,0,5,5,0,0,Resolved,49
KL2024-02662,Healthcare,Health Department,Critical,Pathanamthitta,1,2022-09-10,5,12,46,470,0,2,5,1,1,Closed,39
KL2024-02663,Revenue,Revenue Department,Critical,Thrissur,1,2023-02-17,4,5,31,448,0,2,4,1,1,Closed,54
